user_id,age,gender,region,subscription_type,payment_method,primary_device,account_age_months,favorite_genre,time_of_day,recommendation_source,session_count,avg_watch_time_minutes_per_week,watch_sessions_per_week,completion_rate,avg_rating_given,app_rating,recommendation_click_rate,days_since_last_login,churned
N00225,39,Male,Africa,Standard,Credit Card,Smart TV,50,Sci-Fi,Afternoon,Algorithm,2,455,9,57,4,5,49,0,0
N00226,33,Male,Europe,Premium,Credit Card,Laptop,67,Drama,Morning,Algorithm,1,65,2,78,4,4,60,2,0
N00227,43,Male,North America,Standard,Gift Card,Tablet,43,Romance,Evening,Algorithm,3,730,14,87,5,4,78,1,0
N00228,35,Female,Africa,Standard,Debit Card,Smart TV,49,Comedy,Evening,Ads,1,587,10,81,4,4,7,2,0
N00229,35,Male,Oceania,Premium,Credit Card,Laptop,58,Sci-Fi,Evening,Search,5,142,3,73,5,3,16,2,0
N00230,23,Female,Asia,Basic,Gift Card,Smart TV,26,Documentary,Evening,Friend,1,278,5,65,4,3,37,1,0
N00231,39,Male,South America,Premium,Credit Card,Mobile,41,Documentary,Morning,Algorithm,2,283,7,86,4,3,46,25,0
N00232,48,Female,Europe,Premium,Debit Card,Mobile,89,Action,Night,Friend,3,264,6,88,5,4,58,28,0
N00233,50,Female,North America,Standard,Debit Card,Mobile,43,Comedy,Evening,Algorithm,3,307,7,65,5,4,61,3,0
N00234,37,Male,South America,Premium,Paypal,Smart TV,73,Drama,Evening,Search,2,310,8,85,4,4,52,0,0
N00235,20,Male,Asia,Basic,Credit Card,Mobile,13,Action,Afternoon,Friend,1,217,5,61,4,5,28,32,1
N00236,28,Female,Asia,Basic,Debit Card,Smart TV,41,Sci-Fi,Morning,Trending,1,392,13,83,3,3,11,29,1
N00237,42,Female,Europe,Basic,Debit Card,Smart TV,55,Documentary,Afternoon,Trending,1,662,15,89,4,3,73,1,0
N00238,40,Female,Europe,Standard,Paypal,Mobile,48,Action,Evening,Trending,1,77,2,57,3,3,29,3,1
N00239,33,Male,Asia,Premium,Credit Card,Mobile,62,Drama,Evening,Algorithm,2,102,1,70,4,4,71,0,0
N00240,32,Male,North America,Standard,Paypal,Smart TV,47,Action,Morning,Ads,1,368,8,55,4,5,20,29,1
N00241,69,Male,Europe,Premium,Credit Card,Tablet,92,Documentary,Evening,Algorithm,3,444,14,88,4,4,26,0,0
N00242,35,Male,Asia,Standard,Debit Card,Smart TV,13,Documentary,Morning,Algorithm,1,114,1,55,3,4,45,4,0
N00243,42,Male,Europe,Basic,Debit Card,Smart TV,10,Action,Night,Search,1,151,3,70,4,5,7,23,1
N00244,39,Male,North America,Standard,Credit Card,Tablet,42,Romance,Morning,Search,1,113,5,62,3,4,1,31,1
N00245,43,Female,Asia,Basic,Debit Card,Smart TV,23,Drama,Evening,Search,1,292,4,64,3,3,30,5,0
N00246,37,Male,North America,Standard,Credit Card,Smart TV,24,Documentary,Afternoon,Ads,2,296,4,74,4,3,32,2,0
N00247,46,Female,Europe,Basic,Credit Card,Smart TV,48,Comedy,Afternoon,Algorithm,1,129,2,55,4,3,13,1,0
N00248,28,Male,Asia,Basic,Credit Card,Mobile,60,Horror,Evening,Friend,1,436,8,77,4,5,44,5,0
N00249,19,Female,Europe,Basic,Credit Card,Smart TV,56,Horror,Night,Trending,1,121,1,63,3,4,53,1,0
N00250,67,Male,Africa,Basic,Paypal,Mobile,68,Drama,Afternoon,Search,1,321,12,85,3,4,20,45,0
N00251,56,Female,North America,Standard,Credit Card,Laptop,18,Action,Evening,Trending,2,141,4,52,4,3,24,3,0
N00252,54,Male,South America,Basic,Credit Card,Smart TV,36,Horror,Afternoon,Algorithm,1,221,3,76,3,4,11,7,0
N00253,22,Male,Asia,Premium,Credit Card,Mobile,23,Comedy,Night,Friend,4,144,2,84,4,4,45,14,1
N00254,43,Male,Africa,Basic,Credit Card,Tablet,18,Drama,Evening,Friend,1,252,11,68,3,4,79,4,0
N00255,23,Male,Asia,Standard,Paypal,Mobile,43,Documentary,Night,Trending,2,106,3,53,3,3,2,19,0
N00256,29,Female,Asia,Standard,Paypal,Smart TV,18,Documentary,Evening,Trending,1,243,3,61,3,4,9,45,1
N00257,34,Male,North America,Basic,Debit Card,Laptop,63,Drama,Night,Trending,1,222,5,71,3,3,55,1,1
N00258,49,Male,North America,Standard,Credit Card,Smart TV,46,Drama,Evening,Trending,2,653,12,83,4,5,69,3,0
N00259,31,Male,Asia,Premium,Credit Card,Mobile,49,Documentary,Evening,Search,4,205,3,66,4,5,30,2,0
N00260,39,Female,North America,Standard,Credit Card,Smart TV,22,Comedy,Evening,Trending,2,137,2,73,4,3,24,2,0
N00261,39,Male,South America,Basic,Credit Card,Smart TV,21,Comedy,Afternoon,Trending,1,635,10,86,4,5,32,2,0
N00262,38,Male,Oceania,Standard,Credit Card,Mobile,51,Drama,Night,Ads,3,79,1,59,3,4,31,1,1
N00263,48,Male,North America,Premium,Paypal,Smart TV,1,Horror,Night,Trending,2,187,4,83,4,4,45,3,0
N00264,34,Female,Europe,Basic,Credit Card,Smart TV,42,Action,Evening,Trending,1,179,5,59,3,4,6,24,0
N00265,38,Male,North America,Premium,Debit Card,Smart TV,65,Drama,Night,Trending,1,191,2,64,3,4,75,0,0
N00266,71,Female,Asia,Standard,Debit Card,Laptop,51,Drama,Night,Search,2,466,9,96,5,4,21,2,0
N00267,28,Female,North America,Basic,Paypal,Tablet,52,Horror,Night,Ads,1,235,6,65,4,3,24,25,0
N00268,20,Female,North America,Standard,Debit Card,Smart TV,39,Drama,Evening,Friend,1,239,4,70,3,4,75,3,0
N00269,38,Male,Asia,Standard,Credit Card,Smart TV,29,Comedy,Morning,Trending,1,190,3,62,3,3,35,3,0
N00270,46,Male,Asia,Standard,Paypal,Mobile,42,Horror,Evening,Search,2,199,6,72,4,4,64,27,0
N00271,65,Male,South America,Premium,Credit Card,Smart TV,21,Comedy,Evening,Trending,2,370,7,87,4,4,48,2,0
N00272,64,Male,Europe,Basic,Paypal,Mobile,52,Action,Night,Algorithm,1,416,17,72,5,4,56,5,0
N00273,32,Female,North America,Standard,Debit Card,Laptop,60,Documentary,Afternoon,Trending,1,56,1,70,2,4,28,0,0
N00274,59,Male,North America,Basic,Credit Card,Smart TV,30,Drama,Afternoon,Search,1,212,5,76,4,4,29,1,0
N00275,35,Male,Oceania,Basic,Credit Card,Tablet,74,Sci-Fi,Afternoon,Friend,1,177,3,77,4,4,69,3,0
N00276,19,Male,South America,Standard,Credit Card,Smart TV,95,Sci-Fi,Night,Search,1,471,8,82,4,5,28,0,0
N00277,24,Male,Asia,Standard,Credit Card,Mobile,16,Horror,Evening,Friend,1,202,4,77,4,4,56,4,0
N00278,40,Male,Asia,Premium,Gift Card,Mobile,50,Comedy,Night,Friend,2,65,1,78,4,3,45,3,0
N00279,36,Female,Asia,Standard,Credit Card,Tablet,89,Documentary,Evening,Friend,3,314,6,80,5,4,64,4,0
N00280,41,Male,Africa,Basic,Credit Card,Tablet,19,Romance,Night,Algorithm,1,117,2,65,3,5,46,31,1
N00281,65,Male,Asia,Premium,Gift Card,Mobile,46,Romance,Evening,Algorithm,5,618,15,100,5,4,71,0,0
N00282,20,Male,Europe,Premium,Debit Card,Smart TV,24,Sci-Fi,Evening,Trending,1,390,5,83,4,4,20,22,1
N00283,45,Female,Asia,Standard,Paypal,Mobile,72,Action,Night,Ads,2,196,3,64,3,4,19,1,1
N00284,53,Male,South America,Basic,Debit Card,Mobile,69,Drama,Evening,Algorithm,1,226,6,70,4,4,56,0,0
N00285,41,Male,North America,Basic,Paypal,Smart TV,50,Drama,Evening,Friend,1,613,9,71,4,4,33,6,0
N00286,43,Female,North America,Basic,Credit Card,Laptop,32,Drama,Morning,Ads,1,237,4,55,4,4,36,1,0
N00287,36,Male,Europe,Basic,Debit Card,Smart TV,64,Documentary,Afternoon,Search,1,297,5,80,5,5,54,2,0
N00288,25,Male,North America,Basic,Debit Card,Tablet,56,Comedy,Night,Search,1,279,5,74,4,4,20,14,0
N00289,38,Female,Asia,Basic,Credit Card,Mobile,28,Action,Evening,Algorithm,1,238,5,76,4,5,34,36,0
N00290,34,Male,Europe,Standard,Credit Card,Smart TV,49,Sci-Fi,Afternoon,Algorithm,2,820,18,96,5,5,41,11,0
N00291,60,Female,Asia,Premium,Credit Card,Smart TV,24,Documentary,Night,Algorithm,2,168,2,75,3,4,25,0,0
N00292,43,Male,North America,Standard,Paypal,Smart TV,66,Action,Night,Search,2,670,16,96,4,5,14,0,0
N00293,53,Female,North America,Standard,Credit Card,Laptop,29,Action,Evening,Search,3,94,3,65,3,4,8,55,1
N00294,44,Male,North America,Basic,Debit Card,Smart TV,21,Action,Morning,Algorithm,1,128,1,56,4,4,84,42,1
N00295,40,Male,Asia,Basic,Debit Card,Smart TV,74,Comedy,Morning,Algorithm,1,168,2,65,5,3,92,5,0
N00296,32,Female,Africa,Standard,Credit Card,Mobile,41,Comedy,Evening,Trending,1,90,3,54,4,4,22,6,0
N00297,41,Male,Asia,Standard,Paypal,Laptop,34,Comedy,Evening,Friend,1,163,5,60,4,4,35,3,0
N00298,56,Female,Europe,Standard,Debit Card,Mobile,16,Drama,Night,Friend,1,255,6,71,3,5,31,29,0
N00299,34,Male,Europe,Standard,Paypal,Mobile,27,Sci-Fi,Night,Algorithm,1,34,1,70,5,4,46,0,0
N00300,55,Male,Europe,Standard,Debit Card,Smart TV,48,Drama,Night,Search,3,294,5,73,3,4,24,23,0
N00301,34,Male,Africa,Basic,Credit Card,Smart TV,58,Drama,Evening,Friend,1,372,6,76,5,5,56,4,0
N00302,21,Male,Asia,Standard,Credit Card,Mobile,39,Drama,Evening,Algorithm,2,226,3,63,4,4,48,2,0
N00303,29,Male,North America,Basic,Credit Card,Smart TV,25,Documentary,Evening,Friend,1,406,8,60,4,5,63,1,0
N00304,53,Male,Asia,Basic,Credit Card,Smart TV,57,Drama,Night,Algorithm,1,201,3,78,3,4,62,3,0
N00305,28,Male,Asia,Standard,Credit Card,Laptop,56,Documentary,Evening,Friend,1,175,2,72,3,5,24,0,0
N00306,49,Male,Europe,Premium,Debit Card,Laptop,61,Drama,Evening,Algorithm,2,411,7,80,4,4,63,1,0
N00307,33,Male,Asia,Standard,Paypal,Laptop,70,Comedy,Evening,Algorithm,3,333,6,75,5,4,25,0,0
N00308,47,Male,Europe,Premium,Paypal,Smart TV,53,Sci-Fi,Night,Algorithm,3,284,6,77,5,4,79,0,0
N00309,21,Male,Asia,Standard,Credit Card,Smart TV,50,Documentary,Morning,Search,1,134,2,73,3,4,4,43,0
N00310,20,Male,North America,Basic,Paypal,Smart TV,65,Romance,Afternoon,Algorithm,1,499,8,71,4,4,76,5,1
N00311,64,Female,North America,Premium,Debit Card,Tablet,56,Comedy,Night,Ads,2,448,6,77,4,4,32,48,0
N00312,19,Female,North America,Basic,Paypal,Smart TV,42,Romance,Night,Search,1,335,5,69,4,4,11,1,0
N00313,21,Male,South America,Basic,Debit Card,Mobile,2,Drama,Evening,Algorithm,1,86,1,77,3,4,41,2,0
N00314,61,Female,Africa,Basic,Credit Card,Laptop,53,Documentary,Night,Search,1,306,4,75,4,4,27,9,0
N00315,37,Male,Europe,Premium,Paypal,Mobile,42,Documentary,Afternoon,Trending,1,312,6,78,3,4,43,44,0
N00316,42,Male,North America,Standard,Debit Card,Smart TV,66,Comedy,Evening,Search,2,518,9,97,5,4,38,1,0
N00317,45,Male,Africa,Standard,Gift Card,Smart TV,37,Comedy,Night,Algorithm,1,217,4,87,4,4,31,18,1
N00318,36,Female,North America,Basic,Debit Card,Mobile,81,Drama,Night,Algorithm,1,81,2,71,4,4,40,8,1
N00319,30,Male,North America,Premium,Debit Card,Mobile,27,Horror,Night,Friend,1,282,6,78,3,4,25,20,0
N00320,41,Male,Asia,Standard,Paypal,Mobile,50,Drama,Night,Algorithm,1,325,5,73,4,4,46,3,0
N00321,38,Female,Asia,Basic,Credit Card,Smart TV,40,Drama,Night,Ads,1,139,2,70,3,3,27,33,1
N00322,32,Male,South America,Basic,Credit Card,Mobile,7,Romance,Night,Search,1,112,4,49,3,3,31,22,1
N00323,45,Male,Asia,Basic,Credit Card,Mobile,67,Romance,Evening,Trending,1,106,1,76,3,4,44,42,1
N00324,54,Female,Asia,Premium,Credit Card,Smart TV,32,Documentary,Evening,Trending,2,219,3,79,4,5,24,8,0
N00325,66,Female,Europe,Premium,Paypal,Mobile,82,Sci-Fi,Night,Friend,1,481,13,88,3,4,67,2,0
N00326,66,Female,North America,Standard,Credit Card,Mobile,50,Drama,Evening,Ads,1,231,6,72,4,3,25,3,0
N00327,23,Male,Asia,Basic,Debit Card,Smart TV,7,Romance,Morning,Trending,1,151,4,78,3,3,63,1,0
N00328,39,Female,Asia,Basic,Debit Card,Smart TV,42,Comedy,Evening,Ads,1,276,5,79,5,4,47,47,1
N00329,38,Female,North America,Basic,Credit Card,Smart TV,15,Comedy,Evening,Search,1,209,3,64,3,5,33,3,0
N00330,29,Female,North America,Premium,Gift Card,Smart TV,38,Drama,Afternoon,Algorithm,2,281,7,64,4,4,49,0,0
N00331,28,Male,Asia,Premium,Debit Card,Smart TV,1,Sci-Fi,Evening,Trending,2,431,6,74,3,4,54,6,0
N00332,32,Female,Africa,Basic,Paypal,Laptop,46,Drama,Evening,Algorithm,1,280,7,92,5,4,44,6,0
N00333,73,Female,North America,Premium,Credit Card,Smart TV,34,Drama,Night,Trending,1,685,9,87,4,4,45,31,0
N00334,20,Female,Asia,Standard,Debit Card,Mobile,25,Horror,Morning,Algorithm,2,75,2,67,3,4,38,7,0
N00335,47,Male,Africa,Basic,Paypal,Mobile,17,Romance,Evening,Trending,1,156,4,67,4,4,35,4,0
N00336,24,Female,South America,Standard,Credit Card,Smart TV,1,Action,Morning,Trending,2,275,4,71,4,4,25,5,1
N00337,27,Male,North America,Basic,Paypal,Smart TV,26,Romance,Evening,Algorithm,1,209,4,68,4,4,59,1,0
N00338,59,Male,Asia,Basic,Credit Card,Mobile,49,Sci-Fi,Afternoon,Ads,1,186,8,70,3,3,11,40,1
N00339,21,Female,Europe,Basic,Credit Card,Smart TV,30,Romance,Night,Search,1,247,4,64,4,4,25,41,1
N00340,46,Female,Asia,Premium,Credit Card,Mobile,30,Romance,Night,Friend,2,143,4,56,3,3,56,30,0
N00341,29,Male,South America,Standard,Paypal,Mobile,50,Comedy,Evening,Algorithm,1,190,3,50,4,4,44,31,0
N00342,68,Female,South America,Basic,Credit Card,Mobile,1,Action,Evening,Ads,1,134,3,69,3,3,24,21,0
N00343,60,Male,South America,Basic,Credit Card,Smart TV,25,Romance,Evening,Search,1,144,2,74,4,5,48,50,0
N00344,40,Male,Asia,Basic,Gift Card,Smart TV,44,Comedy,Night,Algorithm,1,152,4,78,3,4,34,3,1
N00345,49,Male,Asia,Basic,Credit Card,Smart TV,59,Sci-Fi,Evening,Search,1,436,8,82,4,4,39,1,0
N00346,63,Male,Europe,Standard,Paypal,Smart TV,70,Comedy,Evening,Algorithm,2,267,6,77,4,4,73,2,0
N00347,20,Male,Europe,Standard,Credit Card,Smart TV,45,Comedy,Night,Search,2,234,2,61,4,4,38,7,0
N00348,35,Male,Europe,Basic,Debit Card,Mobile,13,Action,Evening,Friend,1,195,5,65,3,3,40,1,0
N00349,24,Male,Asia,Standard,Paypal,Mobile,6,Documentary,Evening,Algorithm,2,142,6,80,4,4,34,0,0
N00350,35,Male,South America,Basic,Paypal,Mobile,24,Documentary,Afternoon,Trending,1,114,3,44,4,3,9,21,1
N00351,60,Male,South America,Basic,Credit Card,Laptop,32,Action,Afternoon,Algorithm,1,191,4,65,4,5,51,1,0
N00352,38,Male,North America,Basic,Credit Card,Smart TV,1,Drama,Night,Algorithm,1,217,4,58,4,4,73,0,0
N00353,61,Female,North America,Standard,Debit Card,Mobile,72,Documentary,Morning,Friend,1,294,7,69,4,3,20,4,0
N00354,44,Male,North America,Basic,Debit Card,Mobile,84,Action,Evening,Ads,1,138,3,80,4,4,20,34,1
N00355,34,Female,Asia,Basic,Credit Card,Mobile,16,Drama,Morning,Search,1,293,6,62,4,3,28,2,0
N00356,52,Female,North America,Premium,Debit Card,Smart TV,17,Drama,Night,Trending,4,329,5,82,3,4,41,26,1
N00357,41,Female,Asia,Basic,Debit Card,Smart TV,58,Horror,Night,Algorithm,1,174,3,63,4,4,65,19,0
N00358,44,Male,Africa,Basic,Credit Card,Laptop,37,Documentary,Morning,Trending,1,231,4,82,4,3,26,5,0
N00359,30,Male,Europe,Premium,Debit Card,Mobile,76,Action,Night,Trending,2,92,2,75,4,5,28,38,0
N00360,39,Male,Europe,Premium,Credit Card,Smart TV,95,Comedy,Evening,Trending,5,679,15,82,4,4,30,2,0
N00361,21,Male,Europe,Standard,Paypal,Mobile,69,Drama,Morning,Algorithm,1,323,6,86,4,4,63,1,0
N00362,38,Male,Asia,Basic,Credit Card,Laptop,32,Documentary,Afternoon,Search,1,266,9,81,3,4,44,3,1
N00363,28,Male,North America,Standard,Debit Card,Smart TV,22,Sci-Fi,Morning,Trending,2,235,4,85,4,4,26,2,0
N00364,62,Female,Asia,Basic,Credit Card,Tablet,32,Comedy,Night,Trending,1,101,3,77,4,4,39,25,0
N00365,38,Female,Africa,Basic,Debit Card,Smart TV,81,Sci-Fi,Evening,Algorithm,1,358,6,66,4,4,51,2,0
N00366,30,Male,South America,Standard,Paypal,Tablet,66,Comedy,Evening,Friend,2,341,9,88,5,4,73,0,0
N00367,45,Female,Europe,Premium,Paypal,Laptop,34,Comedy,Evening,Algorithm,2,160,1,67,3,4,33,20,0
N00368,50,Female,Asia,Basic,Credit Card,Laptop,3,Comedy,Evening,Algorithm,1,177,2,80,4,4,16,2,0
N00369,30,Male,Asia,Standard,Credit Card,Smart TV,55,Action,Evening,Trending,1,257,3,82,4,4,45,24,0
N00370,28,Male,Europe,Standard,Credit Card,Smart TV,34,Drama,Evening,Search,1,153,2,90,5,4,48,20,0
N00371,35,Male,Asia,Standard,Paypal,Smart TV,49,Documentary,Evening,Trending,1,325,6,63,4,5,30,3,0
N00372,24,Female,Africa,Standard,Gift Card,Smart TV,35,Drama,Morning,Trending,3,396,7,94,5,5,77,4,0
N00373,41,Female,North America,Standard,Paypal,Mobile,37,Romance,Afternoon,Trending,2,221,7,51,4,3,20,37,1
N00374,53,Male,North America,Standard,Debit Card,Smart TV,59,Sci-Fi,Night,Ads,1,153,3,74,4,4,39,6,0
N00375,43,Male,Asia,Standard,Credit Card,Mobile,30,Documentary,Night,Search,1,147,3,69,4,4,22,0,0
N00376,39,Male,Asia,Premium,Debit Card,Smart TV,73,Drama,Evening,Friend,1,425,7,84,4,5,37,2,0
N00377,35,Male,Europe,Standard,Credit Card,Mobile,1,Comedy,Morning,Trending,1,155,5,59,4,5,36,0,0
N00378,55,Female,Asia,Basic,Credit Card,Mobile,47,Horror,Night,Friend,1,158,3,62,4,3,23,19,0
N00379,66,Female,Europe,Standard,Paypal,Mobile,65,Comedy,Afternoon,Algorithm,1,299,8,79,4,3,65,48,0
N00380,36,Female,Europe,Basic,Debit Card,Mobile,10,Sci-Fi,Afternoon,Friend,1,193,4,78,4,3,10,11,1
N00381,27,Male,Africa,Standard,Paypal,Smart TV,36,Comedy,Night,Trending,1,110,2,61,4,3,22,0,0
N00382,43,Female,Asia,Basic,Gift Card,Smart TV,11,Horror,Afternoon,Algorithm,1,399,8,87,4,5,27,1,0
N00383,39,Female,North America,Basic,Gift Card,Smart TV,22,Drama,Evening,Search,1,226,3,79,4,4,31,0,1
N00384,61,Male,Africa,Standard,Credit Card,Laptop,49,Sci-Fi,Night,Algorithm,2,396,11,63,4,3,68,3,0
N00385,41,Male,Asia,Standard,Debit Card,Tablet,67,Action,Night,Ads,2,226,6,76,3,4,5,47,0
N00386,67,Male,South America,Basic,Paypal,Tablet,31,Action,Night,Search,1,150,1,54,3,4,25,1,0
N00387,20,Male,Africa,Premium,Credit Card,Laptop,7,Documentary,Evening,Algorithm,1,254,7,74,4,4,34,0,0
N00388,40,Male,Asia,Premium,Credit Card,Tablet,89,Sci-Fi,Evening,Search,2,203,2,70,3,4,28,52,1
N00389,33,Female,Europe,Standard,Credit Card,Smart TV,1,Documentary,Evening,Ads,2,246,5,68,4,5,0,1,0
N00390,40,Female,Oceania,Premium,Gift Card,Tablet,51,Action,Afternoon,Algorithm,1,95,4,51,4,4,66,4,0
N00391,59,Male,Asia,Standard,Credit Card,Mobile,40,Comedy,Night,Trending,1,290,3,81,4,4,43,2,0
N00392,37,Male,North America,Basic,Debit Card,Smart TV,84,Action,Morning,Search,1,219,4,78,4,4,29,0,0
N00393,47,Male,Europe,Basic,Paypal,Laptop,79,Drama,Evening,Trending,1,179,6,58,4,4,54,34,0
N00394,19,Female,Europe,Basic,Paypal,Smart TV,62,Romance,Afternoon,Ads,1,181,3,69,4,4,42,1,0
N00395,39,Female,Oceania,Basic,Credit Card,Mobile,77,Comedy,Evening,Search,1,126,4,47,3,4,21,46,0
N00396,55,Male,Europe,Standard,Credit Card,Smart TV,77,Comedy,Night,Ads,1,293,4,80,4,4,2,42,0
N00397,67,Male,North America,Basic,Paypal,Smart TV,51,Romance,Night,Ads,1,191,4,56,4,4,38,1,0
N00398,38,Female,Europe,Premium,Gift Card,Smart TV,76,Drama,Night,Search,3,376,7,64,4,4,87,1,0
N00399,36,Male,Europe,Standard,Debit Card,Smart TV,66,Drama,Afternoon,Algorithm,2,311,7,96,4,4,40,4,0
N00400,52,Female,Europe,Basic,Credit Card,Mobile,43,Romance,Evening,Trending,1,389,10,72,3,4,22,0,0
N00401,67,Female,Asia,Premium,Credit Card,Smart TV,69,Sci-Fi,Evening,Trending,2,820,13,73,4,5,49,1,0
N00402,35,Male,Oceania,Standard,Paypal,Smart TV,47,Action,Afternoon,Trending,1,167,3,57,4,4,26,4,0
N00403,27,Female,Asia,Standard,Paypal,Mobile,14,Drama,Night,Search,3,170,2,75,4,4,46,27,0
N00404,33,Female,Asia,Standard,Credit Card,Mobile,31,Romance,Night,Trending,3,130,4,79,4,4,37,4,0
N00405,71,Female,Asia,Standard,Credit Card,Smart TV,82,Documentary,Evening,Algorithm,2,321,5,79,4,4,61,5,0
N00406,66,Male,Asia,Premium,Debit Card,Mobile,79,Comedy,Afternoon,Ads,3,145,2,56,4,4,40,4,0
N00407,36,Male,Europe,Premium,Credit Card,Smart TV,12,Sci-Fi,Evening,Trending,2,208,5,84,3,4,44,1,0
N00408,36,Male,Europe,Basic,Debit Card,Mobile,24,Comedy,Afternoon,Algorithm,1,524,14,86,5,4,42,52,0
N00409,23,Female,Asia,Standard,Credit Card,Mobile,1,Documentary,Morning,Friend,2,95,2,59,3,4,40,19,1
N00410,31,Female,Europe,Basic,Debit Card,Mobile,69,Comedy,Evening,Search,1,184,3,67,3,3,5,26,1
N00411,23,Male,North America,Premium,Paypal,Smart TV,74,Horror,Evening,Friend,1,349,7,91,4,4,20,2,0
N00412,24,Male,North America,Standard,Credit Card,Mobile,11,Documentary,Evening,Algorithm,1,559,17,89,4,4,89,7,0
N00413,32,Male,Asia,Premium,Credit Card,Mobile,36,Horror,Evening,Trending,4,255,3,70,4,4,13,0,0
N00414,43,Male,Asia,Standard,Paypal,Smart TV,72,Sci-Fi,Afternoon,Algorithm,2,135,1,77,4,4,64,2,1
N00415,22,Female,North America,Premium,Paypal,Smart TV,61,Horror,Morning,Algorithm,2,190,3,72,4,5,41,0,0
N00416,37,Male,Europe,Standard,Debit Card,Mobile,28,Comedy,Evening,Algorithm,1,242,7,63,3,3,44,2,1
N00417,43,Male,Asia,Standard,Paypal,Mobile,37,Documentary,Afternoon,Trending,2,406,13,81,4,4,21,2,0
N00418,60,Female,Oceania,Basic,Debit Card,Tablet,11,Action,Evening,Algorithm,1,148,3,70,4,3,58,1,0
N00419,31,Male,North America,Basic,Debit Card,Laptop,18,Comedy,Evening,Friend,1,199,5,81,4,3,21,47,0
N00420,71,Male,Asia,Standard,Debit Card,Mobile,51,Documentary,Evening,Trending,2,280,11,87,4,4,51,1,0
N00421,45,Male,Africa,Premium,Credit Card,Mobile,52,Drama,Night,Algorithm,3,116,3,64,4,3,47,1,0
N00422,71,Female,South America,Basic,Paypal,Smart TV,63,Sci-Fi,Evening,Ads,1,252,10,90,4,4,16,34,0
N00423,38,Female,South America,Standard,Credit Card,Laptop,40,Comedy,Evening,Ads,1,278,8,70,4,4,65,3,0
N00424,56,Female,North America,Basic,Credit Card,Mobile,5,Sci-Fi,Afternoon,Algorithm,1,154,5,65,3,3,37,42,0
N00425,47,Male,Asia,Standard,Credit Card,Tablet,55,Romance,Afternoon,Trending,3,259,7,60,3,3,30,19,0
N00426,20,Male,Asia,Basic,Credit Card,Mobile,36,Drama,Evening,Search,1,279,10,75,5,4,29,29,1
N00427,43,Male,Europe,Basic,Debit Card,Mobile,24,Documentary,Night,Algorithm,1,170,2,73,4,4,39,3,0
N00428,72,Male,Asia,Basic,Gift Card,Mobile,35,Documentary,Night,Trending,1,677,16,93,5,4,39,4,0
N00429,25,Male,Asia,Standard,Paypal,Mobile,1,Documentary,Evening,Search,3,371,11,79,4,4,31,2,0
N00430,35,Female,South America,Basic,Credit Card,Smart TV,31,Documentary,Evening,Friend,1,208,3,69,3,3,32,41,0
N00431,38,Female,North America,Premium,Credit Card,Mobile,62,Comedy,Morning,Algorithm,3,286,6,86,5,5,50,11,0
N00432,44,Male,North America,Standard,Credit Card,Smart TV,74,Drama,Afternoon,Friend,2,657,15,95,4,4,33,2,0
N00433,58,Male,Asia,Basic,Paypal,Mobile,52,Sci-Fi,Night,Algorithm,1,165,4,86,5,4,37,3,1
N00434,39,Female,Asia,Basic,Paypal,Smart TV,24,Horror,Evening,Friend,1,291,4,70,4,4,37,29,0
N00435,34,Male,Asia,Premium,Debit Card,Smart TV,75,Action,Evening,Algorithm,4,306,8,83,4,4,47,1,0
N00436,22,Female,Africa,Basic,Credit Card,Mobile,52,Sci-Fi,Evening,Friend,1,184,5,72,4,4,27,5,0
N00437,37,Male,Asia,Premium,Paypal,Smart TV,23,Comedy,Evening,Search,2,263,5,60,4,4,24,0,0
N00438,38,Male,Europe,Basic,Credit Card,Smart TV,135,Drama,Night,Trending,1,129,3,72,4,3,32,0,0
N00439,77,Male,Asia,Premium,Credit Card,Tablet,63,Horror,Evening,Friend,2,668,16,87,4,4,48,4,0
N00440,45,Male,Asia,Basic,Credit Card,Smart TV,42,Comedy,Evening,Friend,1,201,4,68,5,4,24,31,0
N00441,23,Male,Africa,Premium,Credit Card,Mobile,74,Romance,Morning,Algorithm,1,161,6,75,3,4,27,5,0
N00442,47,Male,Asia,Basic,Credit Card,Laptop,57,Sci-Fi,Afternoon,Trending,1,195,5,80,4,4,23,48,1
N00443,38,Male,Asia,Premium,Gift Card,Mobile,54,Drama,Night,Ads,3,203,7,64,4,3,56,1,0
N00444,34,Male,North America,Basic,Gift Card,Mobile,56,Sci-Fi,Afternoon,Algorithm,1,162,2,80,4,4,42,1,0
N00445,38,Female,Europe,Standard,Paypal,Laptop,69,Action,Night,Ads,2,176,4,71,3,4,7,1,0
N00446,30,Male,Asia,Standard,Debit Card,Smart TV,40,Horror,Afternoon,Search,2,527,9,75,4,5,41,2,0
N00447,33,Female,South America,Standard,Credit Card,Smart TV,44,Comedy,Afternoon,Search,2,407,7,85,5,5,76,5,0
N00448,27,Male,Asia,Premium,Credit Card,Smart TV,67,Comedy,Afternoon,Ads,2,324,6,87,4,4,39,0,0
